total_income,loan_amount,term,interest_rate,own_car,own_house,nr_children,income_type,education_type,family_status,housing_type,region_population_ratio,days_birth,days_employed,days_registration,mobile_number,phone_number,email,days_phone_change,occupation_type,family_count,EXT1,EXT2,EXT3,EXT4,EXT5,EXT6,EXT7
94500.0,153576.0,12,3.1511287305747393,N,Y,0,State servant,Secondary / secondary special,Married,House,0.035792,-16828,-5135,-6329.0,1,0,0,-1163.0,Managers,2.0,,0.6117925155104974,0.5585066276769286,0,1,0,0
135000.0,417024.0,48,3.0607666488420215,Y,Y,0,Working,Secondary / secondary special,Married,Apartment,0.01885,-19218,-158,-2755.0,1,1,0,0.0,Security staff,2.0,0.5908004326075982,0.3631631497235009,0.6058362647264226,0,1,0,0
157500.0,276277.5,12,3.0331823256582444,N,N,0,Commercial associate,Secondary / secondary special,Separated,House,0.006629,-20040,-230,-10992.0,1,0,0,0.0,Sales staff,1.0,,0.537516148591135,0.0890438827498688,0,1,0,0
135000.0,545040.0,12,3.3446254137141027,N,Y,0,Working,Secondary / secondary special,Widow,House,0.020246,-18059,-8019,-4119.0,1,0,0,-1494.0,Accountants,1.0,,0.5223847813966978,0.6910212267577837,0,1,0,0
157500.0,567000.0,36,3.4436581656174177,Y,Y,0,Commercial associate,Secondary / secondary special,Married,House,0.018209,-14622,-551,-5672.0,1,0,0,-2122.0,Cleaning staff,2.0,0.4053576449397419,0.3457232762904615,0.5832379256761245,0,1,0,0
135000.0,755190.0,36,3.1642200688204554,N,Y,0,Pensioner,Secondary / secondary special,Widow,Rented room,0.011703,-21434,365243,-2910.0,1,0,0,-358.0,,1.0,,0.2997204086238175,0.5334816299804352,0,0,0,0
112500.0,274500.0,18,3.3170872828847524,Y,Y,1,Working,Secondary / secondary special,Married,House,0.018209,-16901,-972,-2986.0,1,1,0,0.0,Sales staff,3.0,,0.2567746003228604,0.3217352821966848,0,1,0,0
67500.0,450000.0,48,3.6261984192530647,N,N,0,Working,Secondary / secondary special,Widow,House,0.026392,-20053,-12370,-3547.0,1,0,0,-2613.0,Laborers,1.0,,0.6884920998580686,0.7850520263728172,0,1,0,0
90000.0,436032.0,48,2.118466605337398,N,Y,1,Working,Higher education,Married,With parents,0.030755,-10965,-272,-2052.0,1,0,0,-178.0,,3.0,0.6498196873373214,0.6015498911133448,0.7281412993111438,0,1,0,0
90000.0,99504.0,24,3.2188591300784557,Y,Y,1,Working,Secondary / secondary special,Married,Apartment,0.009175,-13671,-512,-5342.0,1,0,0,-1835.0,Drivers,3.0,0.251608717369654,0.6252992383937681,0.3944954053123993,0,0,0,0
202500.0,1019205.0,12,1.5923789140481504,Y,Y,0,Pensioner,Secondary / secondary special,Married,Rented room,0.02461,-23613,365243,-7715.0,1,1,0,-816.0,,2.0,,0.5618475925294212,0.3031463744186309,0,1,0,0
180000.0,1546020.0,48,2.845253732954345,Y,Y,2,Commercial associate,Secondary / secondary special,Married,Apartment,0.072508,-14211,-575,-710.0,1,1,0,-1671.0,Core staff,4.0,,0.7535746557521601,0.7407990879702335,0,0,0,0
81000.0,112500.0,12,3.8367453979042967,N,Y,0,Working,Secondary / secondary special,Single / not married,House,0.026392,-12752,-1442,-12721.0,1,1,0,-320.0,Laborers,1.0,,0.6341100142397152,0.8193176922872417,0,1,0,0
82498.5,389844.0,12,3.6344526618765696,N,Y,1,Commercial associate,Higher education,Civil marriage,With parents,0.01885,-10446,-177,-8570.0,1,0,0,-1398.0,Core staff,3.0,0.1825955366539896,0.4032960457861045,0.3859146722745145,0,0,0,0
135000.0,781920.0,24,3.494064806603756,N,Y,0,Pensioner,Lower secondary,Widow,Apartment,0.019101,-21194,365243,-3956.0,1,0,0,-1212.0,,1.0,,0.4274845685440488,,0,0,0,0
90000.0,107820.0,30,3.2774334820367828,N,Y,0,Pensioner,Secondary / secondary special,Married,House,0.022625,-20120,365243,-5573.0,1,0,0,0.0,,2.0,,0.6538298720454283,0.5226973172821112,0,1,0,0
135000.0,125640.0,24,3.6434833026273195,N,Y,0,Commercial associate,Secondary / secondary special,Single / not married,Co-op house,0.01885,-17489,-1085,-2581.0,1,0,0,-873.0,High skill tech staff,1.0,,0.6336075825314255,0.5424451438613613,0,1,0,0
90000.0,1546020.0,54,3.6224524119863872,N,Y,0,Working,Secondary / secondary special,Married,Co-op house,0.031329,-17093,-2094,-4526.0,1,0,0,-374.0,,2.0,0.7962844669728979,0.657044855713641,0.4578995512067301,0,1,0,0
225000.0,1078200.0,12,3.0761660604394154,Y,Y,0,Working,Secondary / secondary special,Married,House,0.0088659999999999,-15976,-1024,-2137.0,1,0,0,-835.0,Laborers,2.0,,0.3342661317317191,0.2608559142068693,0,1,0,0
157500.0,550980.0,36,2.5552667504419078,N,Y,0,Commercial associate,Secondary / secondary special,Married,House,0.005084,-15390,-7772,-6243.0,1,1,1,-150.0,IT staff,2.0,,0.7336754919406919,0.5867400085415683,0,1,0,0
112500.0,443088.0,48,4.342906557652787,N,Y,0,Pensioner,Secondary / secondary special,Married,Apartment,0.009334,-19135,365243,-7237.0,1,0,0,-904.0,,2.0,,0.5107372155307561,0.2970866116472028,0,0,0,0
112500.0,651816.0,12,3.678797103197419,Y,Y,2,Working,Secondary / secondary special,Married,Apartment,0.00733,-10684,-1693,-360.0,1,0,0,-1496.0,Core staff,4.0,,0.1764406418166088,0.6986675550534175,0,1,0,0
180000.0,333000.0,30,3.555083297130019,Y,N,0,Working,Secondary / secondary special,Civil marriage,Co-op apartment,0.001417,-13036,-1702,-648.0,1,0,1,-1945.0,Laborers,2.0,0.3240978257604436,0.2948597893557704,0.1285043773724039,0,1,0,0
157500.0,1256400.0,60,2.321605906097778,N,Y,0,Commercial associate,Secondary / secondary special,Single / not married,House,0.04622,-21126,-1403,-13336.0,1,0,0,-711.0,Laborers,1.0,,0.7372449954291365,0.5919766183185521,0,1,0,0
225000.0,1051789.5,24,2.001786142076176,Y,Y,0,Commercial associate,Secondary / secondary special,Married,Rented room,0.04622,-21770,-1201,-9605.0,1,0,0,-929.0,High skill tech staff,2.0,,0.7737982887854695,,0,0,0,0
99000.0,247500.0,48,3.404059539142854,N,N,2,Working,Secondary / secondary special,Married,House,0.0084739999999999,-11424,-810,-6054.0,1,0,0,-296.0,,4.0,,0.5101033311605843,0.5814837058057234,0,1,0,0
99000.0,1014588.0,12,2.2362289253134495,N,Y,0,Pensioner,Secondary / secondary special,Married,Rented studio,0.028663,-21389,365243,-7334.0,1,0,0,-352.0,,2.0,,,,0,0,0,0
157500.0,700830.0,36,3.7062044162426706,Y,Y,0,Working,Secondary / secondary special,Single / not married,House,0.0196889999999999,-8230,-367,-2786.0,1,0,0,-121.0,Laborers,1.0,,0.2413272862652205,,0,1,0,0
90000.0,675000.0,42,3.661946245735836,N,N,0,Working,Secondary / secondary special,Widow,House,0.020713,-11433,-435,-759.0,1,1,0,-1645.0,Private service staff,1.0,0.3092338332575338,0.6183933588427776,0.4418358231994413,0,1,0,0
360000.0,1546020.0,60,2.3761910326534563,N,Y,1,State servant,Secondary / secondary special,Married,Rented room,0.009334,-14399,-2628,-8448.0,1,0,0,-1624.0,Core staff,3.0,,0.7066052390526679,0.7981372313187245,0,1,0,0
135000.0,225000.0,48,2.709073316975563,Y,Y,1,State servant,Secondary / secondary special,Married,Apartment,0.010006,-14943,-3181,-8998.0,1,1,0,-1510.0,Drivers,3.0,0.7654905159290224,0.7434452221878736,0.6512602186973006,0,0,0,0
67500.0,460858.5,12,3.5823174650169785,N,Y,1,Working,Secondary / secondary special,Married,Apartment,0.018634,-16809,-202,-3649.0,1,0,0,-297.0,Low-skill Laborers,3.0,,0.3861874923412399,,0,1,0,0
135000.0,790830.0,30,4.542306127541181,Y,Y,2,Working,Secondary / secondary special,Married,House,0.020246,-14283,-1263,-1554.0,1,0,0,-612.0,Sales staff,4.0,,0.2952737036030919,,0,1,0,0
135000.0,697500.0,24,2.9105962205734057,N,Y,0,State servant,Higher education,Married,House,0.026392,-16868,-1473,-7492.0,1,0,1,-145.0,IT staff,2.0,0.7964722442033755,0.4872285271678053,0.4614823912998385,0,1,0,0
135000.0,203760.0,42,3.253361706575373,N,Y,2,Working,Secondary / secondary special,Married,Apartment,0.0116569999999999,-16265,-126,-7041.0,1,0,0,-2159.0,Laborers,4.0,0.3186690598072831,0.4612864339697998,0.0744606878956731,0,1,0,0
180000.0,1350000.0,12,2.477713733429421,N,Y,1,State servant,Secondary / secondary special,Married,Co-op house,0.035792,-15873,-1459,-8021.0,1,1,0,-1913.0,Sales staff,3.0,,0.6901171825671875,0.6479768603302221,0,1,0,0
90000.0,225000.0,36,4.301211880801874,N,N,0,Pensioner,Secondary / secondary special,Married,Apartment,0.020713,-23551,365243,-1946.0,1,0,0,-1818.0,,2.0,,0.5253192695102892,0.7338145369642702,0,0,0,0
360000.0,1957500.0,60,2.171564320654876,Y,N,0,Pensioner,Secondary / secondary special,Married,House,0.026392,-23138,365243,-4596.0,1,0,0,0.0,,2.0,0.8416651466110527,0.7378460747305174,0.6894791426446275,0,0,0,0
135000.0,542133.0,48,4.431035446343573,Y,Y,0,Working,Secondary / secondary special,Civil marriage,Rented studio,0.018209,-21420,-1379,-12935.0,1,0,0,-1048.0,,2.0,,0.0628737930683614,,0,1,0,0
225000.0,566055.0,42,3.8133203266339692,Y,N,1,Working,Secondary / secondary special,Married,Apartment,0.031329,-10993,-96,-5042.0,1,0,0,-1646.0,Cooking staff,3.0,,0.5396953009842089,,0,1,0,0
211500.0,599116.5,12,4.0135055827356005,N,Y,2,Working,Secondary / secondary special,Civil marriage,Apartment,0.025164,-15819,-387,-8449.0,1,1,0,-329.0,Low-skill Laborers,4.0,,0.1435309119504842,,0,1,0,0
171000.0,490536.0,12,4.05581084025761,Y,N,0,Working,Higher education,Civil marriage,Apartment,0.035792,-15853,-647,-1254.0,1,0,0,-1431.0,Private service staff,2.0,0.509570421763275,0.6326933261198023,0.3016248916841194,0,1,0,0
54000.0,81666.0,12,3.8110300933669823,N,Y,0,Pensioner,Secondary / secondary special,Married,House,0.031329,-21637,365243,-9481.0,1,0,0,0.0,,2.0,0.8999512428251895,0.4657943611634681,0.2735646775174348,0,0,0,0
90000.0,328405.5,12,4.132200027184291,Y,N,0,Working,Secondary / secondary special,Civil marriage,Rented room,0.031329,-21860,-8665,-584.0,1,1,0,-2551.0,Drivers,2.0,,0.615644282368553,0.5954562029091491,0,1,0,0
130500.0,269550.0,12,3.565683095482957,N,Y,0,Working,Secondary / secondary special,Single / not married,Rented room,0.022625,-11872,-691,-5732.0,1,0,0,-516.0,Laborers,1.0,,0.4747499229087643,0.178760465484575,0,1,0,0
85500.0,553500.0,24,3.5239884376335873,N,Y,0,Pensioner,Secondary / secondary special,Separated,Rented room,0.00712,-23460,365243,-12138.0,1,0,0,-57.0,,1.0,,0.5891972155653667,,0,0,0,0
103500.0,582804.0,36,3.9387722537739998,N,Y,0,Pensioner,Higher education,Separated,Apartment,0.00712,-23758,365243,-10663.0,1,0,0,-2622.0,,1.0,0.8401396036628368,0.6137175860871732,0.5495965024956946,0,0,0,0
157500.0,877500.0,42,4.320336580777393,N,N,0,Working,Secondary / secondary special,Married,Co-op house,0.005144,-12681,-4086,-770.0,1,0,0,-5.0,Laborers,2.0,0.6352743715725382,0.6324900280674611,0.6674577419214722,0,1,0,0
135000.0,835380.0,54,3.3744385972027997,Y,N,0,Working,Secondary / secondary special,Married,House,0.0060079999999999,-15215,-2331,-6951.0,1,0,0,-670.0,Core staff,2.0,,0.5745622929949249,0.6785676886853644,0,1,0,0
90000.0,254700.0,24,3.46499632631645,N,N,1,Working,Secondary / secondary special,Married,With parents,0.00702,-10488,-1663,-732.0,1,1,0,-691.0,,3.0,,0.1715009400828513,0.4170996682522097,0,1,0,0
81000.0,95940.0,48,3.1864449587811396,N,Y,0,Pensioner,Secondary / secondary special,Single / not married,Apartment,0.01885,-23155,365243,-8886.0,1,1,0,-235.0,,1.0,,0.7581185249319249,0.5136937663039473,0,1,0,0
81000.0,254700.0,24,3.3888729782932607,N,Y,0,Working,Secondary / secondary special,Civil marriage,Apartment,0.020246,-10890,-3641,-1750.0,1,0,0,-1022.0,Core staff,2.0,0.3968197167452715,0.4135880366999684,,0,1,0,0
382500.0,323388.0,24,2.9169663852481476,Y,Y,0,Working,Secondary / secondary special,Married,Rented room,0.032561,-12641,-2414,-1551.0,1,0,0,-1637.0,Managers,2.0,,0.6786591118104244,0.0811859431667211,0,1,0,0
180000.0,1525482.0,36,3.034492743403582,N,Y,0,Working,Secondary / secondary special,Married,House,0.010032,-16875,-1174,-9723.0,1,0,0,-593.0,Drivers,2.0,,0.6795407203778642,0.7713615919194317,0,0,0,0
225000.0,824242.5,54,3.429496675518879,Y,Y,1,Working,Secondary / secondary special,Married,Rented room,0.032561,-14442,-2306,-6779.0,1,0,0,-1617.0,Laborers,3.0,,0.6818790833999376,,0,1,0,0
157500.0,454500.0,12,3.3854057106036435,Y,Y,0,Working,Secondary / secondary special,Married,Apartment,0.018801,-12105,-2203,-666.0,1,1,0,-509.0,Laborers,2.0,0.2625644063952504,0.2208605404830181,,0,1,0,0
144000.0,239850.0,42,3.3003001687676585,N,Y,0,Commercial associate,Higher education,Married,Co-op house,0.0060079999999999,-10499,-2904,-4833.0,1,0,0,-1122.0,Laborers,2.0,,0.5457679979908773,0.0651096140026964,0,1,0,0
58500.0,225000.0,36,4.496980619015532,N,Y,0,Pensioner,Secondary / secondary special,Married,Rented studio,0.025164,-24735,365243,-10744.0,1,1,0,-1774.0,,2.0,0.7308792774501225,0.1942151121136184,0.7490217048463391,0,1,0,0
112500.0,568800.0,48,3.9901572041483124,N,Y,0,Working,Higher education,Married,Apartment,0.035792,-12924,-2058,-1800.0,1,1,0,-2611.0,Sales staff,2.0,0.5859364654122382,0.637871417553884,0.2692857999073816,0,1,0,0
180000.0,814041.0,42,4.052771522575344,N,Y,1,Commercial associate,Higher education,Married,House,0.02461,-14973,-6945,-1127.0,1,1,0,-1476.0,Core staff,3.0,,0.5884613015658982,0.3123653692278984,0,1,0,0
112500.0,225000.0,48,3.3862126352741333,N,Y,1,Working,Secondary / secondary special,Civil marriage,Apartment,0.009334,-11646,-328,-205.0,1,1,0,-190.0,Medicine staff,3.0,0.4967477152090089,0.3743610742395783,0.1161249142719599,0,1,0,0
171000.0,690048.0,60,3.2615396902778175,N,Y,0,Working,Secondary / secondary special,Married,Apartment,0.019101,-18101,-2637,-628.0,1,0,0,-1162.0,Private service staff,2.0,0.7499784549108576,0.7759421486816763,,0,1,0,0
270000.0,942300.0,60,2.5988470124749274,Y,Y,0,Working,Secondary / secondary special,Single / not married,House,0.035792,-12435,-1290,-6234.0,1,0,0,-1509.0,Laborers,1.0,0.1148268557090824,0.5862405882751963,0.4830501881366946,0,1,0,0
135000.0,679500.0,60,4.61009123609596,N,Y,1,Working,Higher education,Married,Co-op house,0.0066709999999999,-14840,-453,-5495.0,1,0,0,-805.0,Accountants,3.0,0.4803031169823556,0.6443217343658475,0.4471785780453068,0,0,0,0
171000.0,814041.0,60,3.466672919830886,N,N,0,Pensioner,Secondary / secondary special,Widow,Apartment,0.0060079999999999,-22548,365243,-2227.0,1,1,0,0.0,,1.0,,0.4187098567158026,0.6642482627052363,0,1,0,0
202500.0,1006920.0,30,2.693623784281445,Y,Y,1,Working,Secondary / secondary special,Married,Apartment,0.004849,-12776,-938,-5130.0,1,0,0,-813.0,Drivers,3.0,,0.5672931408425939,0.5919766183185521,0,1,0,0
67500.0,296505.0,42,3.3979040749720806,N,N,2,Working,Secondary / secondary special,Married,With parents,0.030755,-12308,-4464,-2894.0,1,0,0,-501.0,Laborers,4.0,0.5327416478400077,0.7566075802432479,0.2103502286944494,0,1,0,0
180000.0,592560.0,12,2.3170117035507194,N,Y,1,State servant,Higher education,Married,House,0.00496,-8788,-1687,-723.0,1,1,0,-455.0,Core staff,3.0,0.2796325603739781,0.6810341404494202,0.4650692149562261,0,1,0,0
135000.0,835380.0,36,2.9953694158534203,N,Y,1,Working,Secondary / secondary special,Married,Apartment,0.019101,-11491,-1426,-441.0,1,0,0,-1103.0,Laborers,3.0,0.2357280534681215,0.6171747677899205,,0,1,0,0
135000.0,779688.0,36,3.6609416108815918,N,N,0,Working,Secondary / secondary special,Single / not married,House,0.018801,-13967,-302,-2263.0,1,0,0,0.0,Cooking staff,1.0,,0.0072663908046113,,0,1,0,0
202500.0,806661.0,60,3.596485945665153,Y,Y,1,Working,Secondary / secondary special,Married,Rented room,0.0096569999999999,-16430,-263,-2309.0,1,0,0,-2076.0,Managers,3.0,0.6942269012801101,0.5716840181170981,0.6690566947824041,0,1,0,0
81000.0,252261.0,12,2.7542523658508564,N,N,1,Commercial associate,Higher education,Single / not married,House,0.02461,-19654,-276,-8107.0,1,0,0,-2031.0,Laborers,2.0,0.7428174686837198,0.6743136760295977,0.7981372313187245,0,1,0,0
90000.0,325908.0,48,3.967818065161957,N,Y,0,Working,Secondary / secondary special,Separated,Rented room,0.018801,-19805,-377,-6357.0,1,0,0,-1.0,Medicine staff,1.0,,0.4667848131040129,,0,1,0,0
225000.0,1288350.0,48,2.2837694324553253,N,N,0,Working,Secondary / secondary special,Married,Apartment,0.0116569999999999,-15723,-600,-8445.0,1,0,0,-1547.0,Managers,2.0,0.8396129772594457,0.6447225467398052,0.2418614865234661,0,1,0,0
157500.0,328405.5,18,3.234178973003539,N,Y,3,Commercial associate,Higher education,Married,House,0.0105,-11683,-760,-789.0,1,0,0,-783.0,Accountants,5.0,0.5768603727324881,0.3854723963706713,0.0995036835288706,0,1,0,0
139500.0,1252363.5,12,2.304325685805633,N,Y,0,Pensioner,Secondary / secondary special,Married,Apartment,0.018029,-22834,365243,-10612.0,1,1,0,-486.0,,2.0,,0.6596173282498593,0.5585066276769286,0,0,0,0
360000.0,685386.0,48,4.301239005486214,N,Y,2,Commercial associate,Secondary / secondary special,Civil marriage,Rented studio,0.032561,-15683,-1802,-1782.0,1,0,1,-2772.0,,4.0,0.632024042555155,0.5483309371246726,0.2896112383820055,0,0,0,0
67500.0,760225.5,60,4.019071344854665,N,N,0,Working,Secondary / secondary special,Married,House,0.00963,-17712,-1604,-8574.0,1,0,0,-733.0,Sales staff,2.0,0.5494501868322045,0.1748543213174284,0.7801436381572275,0,1,0,0
171000.0,562491.0,42,3.661484935222677,N,N,0,Working,Secondary / secondary special,Civil marriage,Rented studio,0.020713,-15906,-2182,-6879.0,1,0,0,-660.0,Sales staff,2.0,,0.3946755621259256,0.5919766183185521,0,1,0,0
45000.0,599778.0,42,3.7317195197273088,N,N,1,Working,Secondary / secondary special,Married,Municipal apartment,0.031329,-14030,-4737,-6258.0,1,0,0,-1942.0,Core staff,3.0,0.2239202218935544,0.5247194167914286,0.5620604831738043,0,1,0,0
103500.0,364896.0,36,2.5976129054223405,N,N,0,Working,Secondary / secondary special,Civil marriage,With parents,0.002134,-13930,-263,-4118.0,1,0,0,-384.0,Drivers,2.0,,0.1186848495941091,0.3170317785834444,0,1,0,0
309150.0,312768.0,24,3.5764219214208426,N,Y,1,Working,Higher education,Married,Apartment,0.007305,-11657,-3846,-2484.0,1,0,1,-1685.0,Managers,3.0,0.6316600904714182,0.5939681586745016,0.5602843280409464,0,1,0,0
135000.0,265851.0,30,3.7009650395654083,N,N,1,Working,Secondary / secondary special,Married,Rented room,0.018801,-17637,-6355,-6782.0,1,1,0,-1534.0,Core staff,3.0,,0.6643489195812371,0.6706517530862718,0,1,0,0
135000.0,675000.0,36,3.472662913369992,Y,Y,0,Commercial associate,Higher education,Married,House,0.026392,-13170,-1002,-2266.0,1,0,0,-885.0,,2.0,0.7816541002864739,0.7486816713677626,0.7862666146611379,0,1,0,0
135000.0,345510.0,30,2.840525844217989,N,Y,0,Pensioner,Secondary / secondary special,Single / not married,Rented room,0.01885,-21845,365243,-5764.0,1,0,0,-1388.0,,1.0,,0.7087630306754377,0.4365064990977374,0,1,0,0
67500.0,225000.0,36,3.1310577384416036,Y,N,1,Commercial associate,Secondary / secondary special,Married,Rented room,0.020246,-11235,-3347,-565.0,1,0,0,-1930.0,Core staff,3.0,0.3693308469389156,0.0292666067526533,,0,1,0,0
90000.0,325908.0,48,2.9838229100468086,N,Y,1,Pensioner,Higher education,Married,House,0.010276,-19478,365243,-3318.0,1,0,0,-1789.0,,3.0,,0.6429524407712685,0.4794489811780563,0,1,0,0
121500.0,1011955.5,60,3.212871057123829,N,Y,0,Pensioner,Secondary / secondary special,Married,Apartment,0.01885,-22571,365243,-13647.0,1,1,0,-127.0,,2.0,0.8223523900428634,0.4092300608360033,0.6296742509538716,0,1,0,0
180000.0,454500.0,18,3.740571108198112,N,Y,0,Pensioner,Secondary / secondary special,Widow,House,0.00702,-22826,365243,-8703.0,1,0,0,-301.0,,1.0,0.6987953817112595,0.356830166817416,0.7194907850918436,0,1,0,0
180000.0,1005120.0,42,1.4934134769498506,N,Y,1,Working,Higher education,Married,House,0.010966,-11801,-1663,-5482.0,1,0,0,-2671.0,Laborers,3.0,,0.2046808675058982,0.4083588531230431,0,1,0,0
216000.0,339948.0,24,2.5962758644944053,N,N,0,Working,Secondary / secondary special,Married,Rented room,0.018801,-15491,-1854,-5492.0,1,0,0,-1857.0,,2.0,,0.4699646965348725,0.6058362647264226,0,1,0,0
108000.0,282690.0,18,3.596405428957638,N,Y,0,Working,Secondary / secondary special,Single / not married,Rented studio,0.0088659999999999,-14163,-1220,-4948.0,1,0,0,-257.0,Laborers,1.0,0.2628845908261663,0.2598160530928556,0.2750003523983893,0,1,0,0
135000.0,495000.0,30,3.290267718979854,Y,N,1,Commercial associate,Secondary / secondary special,Married,Rented room,0.007305,-10646,-807,-2917.0,1,1,0,-821.0,Laborers,3.0,0.1027309342218446,0.3993136231916385,0.363945238612397,0,0,0,0
270000.0,1031053.5,12,1.730228377973396,Y,Y,0,Commercial associate,Higher education,Married,Apartment,0.006233,-17143,-476,-2549.0,1,0,0,-1457.0,Laborers,2.0,,0.5664555614792242,0.4776491548517548,0,1,0,0
103500.0,269550.0,12,3.1001988696222993,N,Y,0,Pensioner,Secondary / secondary special,Single / not married,House,0.00712,-19520,365243,-7139.0,1,1,0,-1088.0,,1.0,,0.1261005412132017,0.2471909382666521,0,0,0,0
103500.0,675000.0,60,4.209103505957714,N,Y,0,Working,Secondary / secondary special,Separated,Apartment,0.026392,-18248,-8082,-1518.0,1,0,0,-2215.0,High skill tech staff,1.0,,0.7846350386242431,0.5602843280409464,0,1,0,0
171000.0,1125000.0,24,2.424882359318564,N,Y,0,Commercial associate,Secondary / secondary special,Married,Rented studio,0.0145199999999999,-13015,-2914,-904.0,1,1,0,-1984.0,Medicine staff,2.0,0.5248059957607045,0.4625093418387595,,0,1,0,0
90000.0,592479.0,42,3.965926327531328,N,Y,0,Commercial associate,Secondary / secondary special,Married,Apartment,0.008068,-18436,-510,-515.0,1,1,0,-1894.0,Sales staff,2.0,0.3817698998509984,0.2476036046102311,0.6195277080511546,0,1,0,0
117000.0,508495.5,42,3.665556337481994,N,Y,0,Pensioner,Secondary / secondary special,Married,Rented room,0.025164,-22884,365243,-5670.0,1,0,0,-757.0,,2.0,0.7317338513412468,0.1716190432201214,0.7238369900414456,0,0,0,0
67500.0,180000.0,18,3.8228102206026873,N,Y,0,Working,Secondary / secondary special,Married,Rented room,0.030755,-19062,-4676,-6436.0,1,0,0,-322.0,Sales staff,2.0,,0.7612881515889652,0.8193176922872417,0,1,0,0
157500.0,512064.0,36,4.442344012499755,N,Y,0,Working,Higher education,Single / not married,House,0.020246,-19215,-587,-8999.0,1,0,0,-1741.0,Core staff,1.0,0.7414252174504339,0.4807897393286317,0.4525335592581747,0,1,0,0
171000.0,450000.0,36,3.584435219607152,N,Y,0,Commercial associate,Secondary / secondary special,Married,House,0.0038179999999999,-20832,-768,-4855.0,1,1,0,-1412.0,Sales staff,2.0,,0.7044335741022292,,0,1,0,0
283500.0,1762110.0,54,2.1370829575515695,N,Y,0,Commercial associate,Secondary / secondary special,Married,Rented apartment,0.04622,-17323,-227,-5876.0,1,0,0,-1696.0,Managers,2.0,0.8393831055422334,0.7619392706871233,0.7001838506835805,0,1,0,0
189000.0,500211.0,12,2.9065226759605474,N,Y,1,State servant,Secondary / secondary special,Married,House,0.00702,-14405,-4241,-4010.0,1,0,0,-2421.0,Medicine staff,3.0,,0.6410878600849174,0.8193176922872417,0,1,0,0
166500.0,943425.0,54,3.636011892001648,N,Y,0,Pensioner,Secondary / secondary special,Civil marriage,Co-op house,0.015221,-22030,365243,-10508.0,1,0,0,0.0,,2.0,,0.3622280422673887,0.4507472818545589,0,1,0,0
135000.0,585000.0,42,4.488241496171252,N,Y,0,Working,Secondary / secondary special,Single / not married,Rented room,0.018209,-13395,-413,-4359.0,1,0,0,0.0,,1.0,0.160146183769218,0.3169205445824465,0.2881295999178507,0,1,0,0
382500.0,1288350.0,30,2.511159391093921,Y,N,1,Commercial associate,Secondary / secondary special,Civil marriage,Rented studio,0.010276,-15599,-538,-4726.0,1,0,0,-1766.0,High skill tech staff,3.0,0.3849795844079438,0.6308975984945305,0.5460231970049609,0,1,0,0
112500.0,276277.5,30,3.011192905287838,N,Y,0,Working,Secondary / secondary special,Married,Rented studio,0.018634,-16840,-2294,-9203.0,1,0,0,-1766.0,Security staff,2.0,,0.198908157236279,,0,1,0,0
252000.0,677664.0,30,3.860586186261066,N,Y,0,Working,Secondary / secondary special,Single / not married,House,0.030755,-8936,-1415,-3187.0,1,0,0,0.0,Sales staff,1.0,0.1638032430734475,0.3062037675078831,0.3622772470384314,0,0,0,0
157500.0,297000.0,24,2.915486994798807,N,Y,0,Commercial associate,Secondary / secondary special,Married,Co-op house,0.018209,-14571,-318,-1121.0,1,0,1,-869.0,Drivers,2.0,0.2367551848514191,0.4767188213771936,0.4668640059537032,0,1,0,0
67500.0,161730.0,24,3.1571956912765846,N,Y,0,Pensioner,Secondary / secondary special,Married,Rented room,0.030755,-21577,365243,-5041.0,1,0,0,0.0,,2.0,,0.6949781411833803,0.4188542886233217,0,0,0,0
112500.0,286704.0,48,3.193369865136815,N,N,0,Working,Higher education,Single / not married,With parents,0.0096569999999999,-16159,-3240,-10136.0,1,0,1,-249.0,Managers,1.0,,0.3341590829214665,0.7776594425716818,0,0,0,0
90000.0,533668.5,12,3.4133876515728327,N,Y,0,Pensioner,Secondary / secondary special,Married,Apartment,0.00712,-21456,365243,-4995.0,1,0,0,0.0,,2.0,,0.615644282368553,0.7838324335199619,0,0,0,0
163800.0,1147500.0,36,1.8378485473841706,N,N,0,Commercial associate,Higher education,Married,Co-op house,0.0060079999999999,-21636,-770,-843.0,1,0,0,-982.0,High skill tech staff,2.0,0.910792757293028,0.5778623264925185,0.363945238612397,0,1,0,0
202500.0,722430.0,60,3.443295386409434,N,Y,0,Pensioner,Higher education,Married,Apartment,0.00963,-20131,365243,-2042.0,1,0,0,-1436.0,,2.0,,0.5620952065744843,0.7076993447402619,0,1,0,0
117000.0,463284.0,12,3.7342619873792824,Y,Y,0,Pensioner,Secondary / secondary special,Married,Apartment,0.01885,-22619,365243,-10908.0,1,0,0,0.0,,2.0,,0.7307512832888281,,0,1,0,0
144000.0,675000.0,42,3.2092030028993093,N,Y,0,Working,Secondary / secondary special,Married,Apartment,0.006296,-17288,-1059,-458.0,1,0,0,-1.0,Sales staff,2.0,,0.5250466181373246,0.7597121819739279,0,1,0,0
202500.0,675000.0,60,3.4479391365494667,Y,N,0,State servant,Secondary / secondary special,Married,Rented room,0.019101,-14641,-2364,-8449.0,1,1,0,-1463.0,Core staff,2.0,,0.6590279104992322,0.4830501881366946,0,1,0,0
